name,gender,age,steps,date,hightemp,watereq,snowfall
Beijing,All,All,6050,21/02/2015,39,0.1,0
Beijing,M,20-29,5945,22/02/2015,39,0,0
Beijing,M,30-39,6102,22/02/2015,39,0,0
Beijing,M,40-49,7649,22/02/2015,39,0,0
Beijing,M,50-59,6820,22/02/2015,39,0,0
Beijing,M,60+,6962,22/02/2015,39,0,0
Beijing,M,All,6523,22/02/2015,39,0,0
Beijing,F,20-29,6115,22/02/2015,39,0,0
Beijing,F,30-39,5935,22/02/2015,39,0,0
Beijing,F,40-49,5801,22/02/2015,39,0,0
Beijing,F,50-59,7601,22/02/2015,39,0,0
Beijing,F,60+,3026,22/02/2015,39,0,0
Beijing,F,All,5966,22/02/2015,39,0,0
Beijing,All,20-29,6005,22/02/2015,39,0,0
Beijing,All,30-39,6054,22/02/2015,39,0,0
Beijing,All,40-49,7166,22/02/2015,39,0,0
Beijing,All,50-59,7002,22/02/2015,39,0,0
Beijing,All,60+,5448,22/02/2015,39,0,0
Beijing,All,All,6361,22/02/2015,39,0,0
Beijing,M,20-29,6501,23/02/2015,43,0,0
Beijing,M,30-39,6584,23/02/2015,43,0,0
Beijing,M,40-49,7219,23/02/2015,43,0,0
Beijing,M,50-59,6802,23/02/2015,43,0,0
Beijing,M,60+,5248,23/02/2015,43,0,0
Beijing,M,All,6701,23/02/2015,43,0,0
Beijing,F,20-29,5989,23/02/2015,43,0,0
Beijing,F,30-39,5281,23/02/2015,43,0,0
Beijing,F,40-49,6121,23/02/2015,43,0,0
Beijing,F,50-59,7503,23/02/2015,43,0,0
Beijing,F,60+,3330,23/02/2015,43,0,0
Beijing,F,All,5696,23/02/2015,43,0,0
Beijing,All,20-29,6297,23/02/2015,43,0,0
Beijing,All,30-39,6209,23/02/2015,43,0,0
Beijing,All,40-49,6902,23/02/2015,43,0,0
Beijing,All,50-59,6942,23/02/2015,43,0,0
Beijing,All,60+,4449,23/02/2015,43,0,0
Beijing,All,All,6397,23/02/2015,43,0,0
Beijing,M,20-29,5607,24/02/2015,43,0,0
Beijing,M,30-39,6120,24/02/2015,43,0,0
Beijing,M,40-49,6655,24/02/2015,43,0,0
Beijing,M,50-59,6451,24/02/2015,43,0,0
Beijing,M,60+,2860,24/02/2015,43,0,0
Beijing,M,All,6113,24/02/2015,43,0,0
Beijing,F,20-29,6455,24/02/2015,43,0,0
Beijing,F,30-39,5039,24/02/2015,43,0,0
Beijing,F,40-49,5656,24/02/2015,43,0,0
Beijing,F,50-59,8161,24/02/2015,43,0,0
Beijing,F,60+,4212,24/02/2015,43,0,0
Beijing,F,All,5717,24/02/2015,43,0,0
Beijing,All,20-29,5908,24/02/2015,43,0,0
Beijing,All,30-39,5826,24/02/2015,43,0,0
Beijing,All,40-49,6377,24/02/2015,43,0,0
Beijing,All,50-59,6831,24/02/2015,43,0,0
Beijing,All,60+,3380,24/02/2015,43,0,0
Beijing,All,All,5999,24/02/2015,43,0,0
Beijing,M,20-29,6489,25/02/2015,45,0,0
Beijing,M,30-39,6116,25/02/2015,45,0,0
Beijing,M,40-49,7705,25/02/2015,45,0,0
Beijing,M,50-59,5889,25/02/2015,45,0,0
Beijing,M,60+,6338,25/02/2015,45,0,0
Beijing,M,All,6513,25/02/2015,45,0,0
Beijing,F,20-29,5458,25/02/2015,45,0,0
Beijing,F,30-39,5458,25/02/2015,45,0,0
Beijing,F,40-49,6600,25/02/2015,45,0,0
Beijing,F,50-59,4283,25/02/2015,45,0,0
Beijing,F,60+,4821,25/02/2015,45,0,0
Beijing,F,All,5571,25/02/2015,45,0,0
Beijing,All,20-29,6100,25/02/2015,45,0,0
Beijing,All,30-39,5942,25/02/2015,45,0,0
Beijing,All,40-49,7406,25/02/2015,45,0,0
Beijing,All,50-59,5513,25/02/2015,45,0,0
Beijing,All,60+,5754,25/02/2015,45,0,0
Beijing,All,All,6243,25/02/2015,45,0,0
Beijing,M,20-29,8049,26/02/2015,43,0,0
Beijing,M,30-39,5941,26/02/2015,43,0,0
Beijing,M,40-49,7070,26/02/2015,43,0,0
Beijing,M,50-59,6217,26/02/2015,43,0,0
Beijing,M,60+,3733,26/02/2015,43,0,0
Beijing,M,All,6507,26/02/2015,43,0,0
Beijing,F,20-29,5257,26/02/2015,43,0,0
Beijing,F,30-39,4868,26/02/2015,43,0,0
Beijing,F,40-49,7141,26/02/2015,43,0,0
Beijing,F,50-59,6073,26/02/2015,43,0,0
Beijing,F,60+,4804,26/02/2015,43,0,0
Beijing,F,All,5542,26/02/2015,43,0,0
Beijing,All,20-29,7054,26/02/2015,43,0,0
Beijing,All,30-39,5657,26/02/2015,43,0,0
Beijing,All,40-49,7089,26/02/2015,43,0,0
Beijing,All,50-59,6185,26/02/2015,43,0,0
Beijing,All,60+,4111,26/02/2015,43,0,0
Beijing,All,All,6233,26/02/2015,43,0,0
Beijing,M,20-29,6777,27/02/2015,36,0.01,0.1
Beijing,M,30-39,5868,27/02/2015,36,0.01,0.1
Beijing,M,40-49,6809,27/02/2015,36,0.01,0.1
Beijing,M,50-59,6380,27/02/2015,36,0.01,0.1
Beijing,M,60+,6053,27/02/2015,36,0.01,0.1
Beijing,M,All,6283,27/02/2015,36,0.01,0.1
Beijing,F,20-29,6139,27/02/2015,36,0.01,0.1
Beijing,F,30-39,5628,27/02/2015,36,0.01,0.1
Beijing,F,40-49,6719,27/02/2015,36,0.01,0.1
Beijing,F,50-59,5093,27/02/2015,36,0.01,0.1
Beijing,F,60+,3962,27/02/2015,36,0.01,0.1
Beijing,F,All,5832,27/02/2015,36,0.01,0.1
Beijing,All,20-29,6565,27/02/2015,36,0.01,0.1
Beijing,All,30-39,5803,27/02/2015,36,0.01,0.1
Beijing,All,40-49,6787,27/02/2015,36,0.01,0.1
Beijing,All,50-59,6058,27/02/2015,36,0.01,0.1
Beijing,All,60+,5249,27/02/2015,36,0.01,0.1
Beijing,All,All,6158,27/02/2015,36,0.01,0.1
Beijing,M,20-29,7810,28/02/2015,40,0.07,0.30000001
Beijing,M,30-39,5812,28/02/2015,40,0.07,0.30000001
Beijing,M,40-49,7052,28/02/2015,40,0.07,0.30000001
Beijing,M,50-59,6032,28/02/2015,40,0.07,0.30000001
Beijing,M,60+,5127,28/02/2015,40,0.07,0.30000001
Beijing,M,All,6426,28/02/2015,40,0.07,0.30000001
Beijing,F,20-29,5946,28/02/2015,40,0.07,0.30000001
Beijing,F,30-39,4087,28/02/2015,40,0.07,0.30000001
Beijing,F,40-49,6527,28/02/2015,40,0.07,0.30000001
Beijing,F,50-59,6340,28/02/2015,40,0.07,0.30000001
Beijing,F,60+,4263,28/02/2015,40,0.07,0.30000001
Beijing,F,All,5156,28/02/2015,40,0.07,0.30000001
Beijing,All,20-29,7136,28/02/2015,40,0.07,0.30000001
Beijing,All,30-39,5333,28/02/2015,40,0.07,0.30000001
Beijing,All,40-49,6924,28/02/2015,40,0.07,0.30000001
Beijing,All,50-59,6102,28/02/2015,40,0.07,0.30000001
Beijing,All,60+,4724,28/02/2015,40,0.07,0.30000001
Beijing,All,All,6061,28/02/2015,40,0.07,0.30000001
Beijing,M,20-29,7254,1/3/2015,54,0.039999999,0.40000001
Beijing,M,30-39,6791,1/3/2015,54,0.039999999,0.40000001
Beijing,M,40-49,7749,1/3/2015,54,0.039999999,0.40000001
Beijing,M,50-59,6125,1/3/2015,54,0.039999999,0.40000001
Beijing,M,60+,4767,1/3/2015,54,0.039999999,0.40000001
Beijing,M,All,6951,1/3/2015,54,0.039999999,0.40000001
Beijing,F,20-29,5584,1/3/2015,54,0.039999999,0.40000001
Beijing,F,30-39,5678,1/3/2015,54,0.039999999,0.40000001
Beijing,F,40-49,7193,1/3/2015,54,0.039999999,0.40000001
Beijing,F,50-59,5718,1/3/2015,54,0.039999999,0.40000001
Beijing,F,60+,4188,1/3/2015,54,0.039999999,0.40000001
Beijing,F,All,5909,1/3/2015,54,0.039999999,0.40000001
Beijing,All,20-29,6759,1/3/2015,54,0.039999999,0.40000001
Beijing,All,30-39,6503,1/3/2015,54,0.039999999,0.40000001
Beijing,All,40-49,7598,1/3/2015,54,0.039999999,0.40000001
Beijing,All,50-59,6035,1/3/2015,54,0.039999999,0.40000001
Beijing,All,60+,4497,1/3/2015,54,0.039999999,0.40000001
Beijing,All,All,6668,1/3/2015,54,0.039999999,0.40000001
Beijing,M,20-29,7232,2/3/2015,59,0,0
Beijing,M,30-39,6478,2/3/2015,59,0,0
Beijing,M,40-49,6692,2/3/2015,59,0,0
Beijing,M,50-59,6497,2/3/2015,59,0,0
Beijing,M,60+,6696,2/3/2015,59,0,0
Beijing,M,All,6671,2/3/2015,59,0,0
Beijing,F,20-29,6094,2/3/2015,59,0,0
Beijing,F,30-39,5630,2/3/2015,59,0,0
Beijing,F,40-49,7551,2/3/2015,59,0,0
Beijing,F,50-59,5911,2/3/2015,59,0,0
Beijing,F,60+,3831,2/3/2015,59,0,0
Beijing,F,All,6071,2/3/2015,59,0,0
Beijing,All,20-29,6860,2/3/2015,59,0,0
Beijing,All,30-39,6260,2/3/2015,59,0,0
Beijing,All,40-49,6928,2/3/2015,59,0,0
Beijing,All,50-59,6377,2/3/2015,59,0,0
Beijing,All,60+,5640,2/3/2015,59,0,0
Beijing,All,All,6508,2/3/2015,59,0,0
Beijing,M,20-29,6967,3/3/2015,45,0,0
Beijing,M,30-39,6253,3/3/2015,45,0,0
Beijing,M,40-49,6212,3/3/2015,45,0,0
Beijing,M,50-59,5699,3/3/2015,45,0,0
Beijing,M,60+,4726,3/3/2015,45,0,0
Beijing,M,All,6249,3/3/2015,45,0,0
Beijing,F,20-29,6338,3/3/2015,45,0,0
Beijing,F,30-39,5689,3/3/2015,45,0,0
Beijing,F,40-49,4829,3/3/2015,45,0,0
Beijing,F,50-59,7082,3/3/2015,45,0,0
Beijing,F,60+,2937,3/3/2015,45,0,0
Beijing,F,All,5673,3/3/2015,45,0,0
Beijing,All,20-29,6742,3/3/2015,45,0,0
Beijing,All,30-39,6110,3/3/2015,45,0,0
Beijing,All,40-49,5863,3/3/2015,45,0,0
Beijing,All,50-59,5990,3/3/2015,45,0,0
Beijing,All,60+,4067,3/3/2015,45,0,0
Beijing,All,All,6092,3/3/2015,45,0,0
Beijing,M,20-29,6860,4/3/2015,43,0,0
Beijing,M,30-39,6135,4/3/2015,43,0,0
Beijing,M,40-49,7004,4/3/2015,43,0,0
Beijing,M,50-59,5984,4/3/2015,43,0,0
Beijing,M,60+,4837,4/3/2015,43,0,0
Beijing,M,All,6378,4/3/2015,43,0,0
Beijing,F,20-29,6414,4/3/2015,43,0,0
Beijing,F,30-39,6201,4/3/2015,43,0,0
Beijing,F,40-49,7064,4/3/2015,43,0,0
Beijing,F,50-59,6928,4/3/2015,43,0,0
Beijing,F,60+,4987,4/3/2015,43,0,0
Beijing,F,All,6424,4/3/2015,43,0,0
Beijing,All,20-29,6695,4/3/2015,43,0,0
Beijing,All,30-39,6150,4/3/2015,43,0,0
Beijing,All,40-49,7019,4/3/2015,43,0,0
Beijing,All,50-59,6199,4/3/2015,43,0,0
Beijing,All,60+,4889,4/3/2015,43,0,0
Beijing,All,All,6390,4/3/2015,43,0,0
Beijing,M,20-29,7231,5/3/2015,46,0,0
Beijing,M,30-39,5800,5/3/2015,46,0,0
Beijing,M,40-49,7576,5/3/2015,46,0,0
Beijing,M,50-59,6153,5/3/2015,46,0,0
Beijing,M,60+,7823,5/3/2015,46,0,0
Beijing,M,All,6510,5/3/2015,46,0,0
Beijing,F,20-29,6318,5/3/2015,46,0,0
Beijing,F,30-39,5878,5/3/2015,46,0,0
Beijing,F,40-49,5368,5/3/2015,46,0,0
Beijing,F,50-59,5302,5/3/2015,46,0,0
Beijing,F,60+,6058,5/3/2015,46,0,0
Beijing,F,All,5874,5/3/2015,46,0,0
Beijing,All,20-29,6875,5/3/2015,46,0,0
Beijing,All,30-39,5820,5/3/2015,46,0,0
Beijing,All,40-49,7030,5/3/2015,46,0,0
Beijing,All,50-59,5967,5/3/2015,46,0,0
Beijing,All,60+,7117,5/3/2015,46,0,0
Beijing,All,All,6330,5/3/2015,46,0,0
Beijing,M,20-29,6948,6/3/2015,50,0,0
Beijing,M,30-39,6202,6/3/2015,50,0,0
Beijing,M,40-49,6107,6/3/2015,50,0,0
Beijing,M,50-59,6235,6/3/2015,50,0,0
Beijing,M,60+,5201,6/3/2015,50,0,0
Beijing,M,All,6282,6/3/2015,50,0,0
Beijing,F,20-29,6194,6/3/2015,50,0,0
Beijing,F,30-39,5194,6/3/2015,50,0,0
Beijing,F,40-49,6233,6/3/2015,50,0,0
Beijing,F,50-59,5427,6/3/2015,50,0,0
Beijing,F,60+,5493,6/3/2015,50,0,0
Beijing,F,All,5678,6/3/2015,50,0,0
Beijing,All,20-29,6639,6/3/2015,50,0,0
Beijing,All,30-39,5933,6/3/2015,50,0,0
Beijing,All,40-49,6135,6/3/2015,50,0,0
Beijing,All,50-59,6082,6/3/2015,50,0,0
Beijing,All,60+,5318,6/3/2015,50,0,0
Beijing,All,All,6112,6/3/2015,50,0,0
Beijing,M,20-29,6659,7/3/2015,54,0,0
Beijing,M,30-39,6212,7/3/2015,54,0,0
Beijing,M,40-49,6425,7/3/2015,54,0,0
Beijing,M,50-59,6262,7/3/2015,54,0,0
Beijing,M,60+,4718,7/3/2015,54,0,0
Beijing,M,All,6293,7/3/2015,54,0,0
Beijing,F,20-29,5517,7/3/2015,54,0,0
Beijing,F,30-39,5027,7/3/2015,54,0,0
Beijing,F,40-49,6365,7/3/2015,54,0,0
Beijing,F,50-59,5754,7/3/2015,54,0,0
Beijing,F,60+,2499,7/3/2015,54,0,0
Beijing,F,All,5317,7/3/2015,54,0,0
Beijing,All,20-29,6205,7/3/2015,54,0,0
Beijing,All,30-39,5884,7/3/2015,54,0,0
Beijing,All,40-49,6411,7/3/2015,54,0,0
Beijing,All,50-59,6176,7/3/2015,54,0,0
Beijing,All,60+,3886,7/3/2015,54,0,0
Beijing,All,All,6017,7/3/2015,54,0,0
Beijing,M,20-29,6823,8/3/2015,55,0,0
Beijing,M,30-39,6464,8/3/2015,55,0,0
Beijing,M,40-49,7599,8/3/2015,55,0,0
Beijing,M,50-59,6431,8/3/2015,55,0,0
Beijing,M,60+,6903,8/3/2015,55,0,0
Beijing,M,All,6761,8/3/2015,55,0,0
Beijing,F,20-29,5706,8/3/2015,55,0,0
Beijing,F,30-39,5254,8/3/2015,55,0,0
Beijing,F,40-49,6093,8/3/2015,55,0,0
Beijing,F,50-59,8774,8/3/2015,55,0,0
Beijing,F,60+,3612,8/3/2015,55,0,0
Beijing,F,All,5714,8/3/2015,55,0,0
Beijing,All,20-29,6427,8/3/2015,55,0,0
Beijing,All,30-39,6139,8/3/2015,55,0,0
Beijing,All,40-49,7242,8/3/2015,55,0,0
Beijing,All,50-59,6868,8/3/2015,55,0,0
Beijing,All,60+,5806,8/3/2015,55,0,0
Beijing,All,All,6477,8/3/2015,55,0,0
Beijing,M,20-29,6887,9/3/2015,41,0,0
Beijing,M,30-39,6312,9/3/2015,41,0,0
Beijing,M,40-49,7137,9/3/2015,41,0,0
Beijing,M,50-59,6423,9/3/2015,41,0,0
Beijing,M,60+,5816,9/3/2015,41,0,0
Beijing,M,All,6584,9/3/2015,41,0,0
Beijing,F,20-29,6017,9/3/2015,41,0,0
Beijing,F,30-39,5305,9/3/2015,41,0,0
Beijing,F,40-49,5940,9/3/2015,41,0,0
Beijing,F,50-59,8817,9/3/2015,41,0,0
Beijing,F,60+,7093,9/3/2015,41,0,0
Beijing,F,All,5968,9/3/2015,41,0,0
Beijing,All,20-29,6546,9/3/2015,41,0,0
Beijing,All,30-39,6037,9/3/2015,41,0,0
Beijing,All,40-49,6854,9/3/2015,41,0,0
Beijing,All,50-59,6942,9/3/2015,41,0,0
Beijing,All,60+,6242,9/3/2015,41,0,0
Beijing,All,All,6409,9/3/2015,41,0,0
Beijing,M,20-29,6888,10/3/2015,48,0,0
Beijing,M,30-39,6618,10/3/2015,48,0,0
Beijing,M,40-49,6703,10/3/2015,48,0,0
Beijing,M,50-59,6079,10/3/2015,48,0,0
Beijing,M,60+,4197,10/3/2015,48,0,0
Beijing,M,All,6553,10/3/2015,48,0,0
Beijing,F,20-29,6119,10/3/2015,48,0,0
Beijing,F,30-39,6041,10/3/2015,48,0,0
Beijing,F,40-49,5931,10/3/2015,48,0,0
Beijing,F,50-59,8579,10/3/2015,48,0,0
Beijing,F,60+,4122,10/3/2015,48,0,0
Beijing,F,All,6202,10/3/2015,48,0,0
Beijing,All,20-29,6617,10/3/2015,48,0,0
Beijing,All,30-39,6462,10/3/2015,48,0,0
Beijing,All,40-49,6527,10/3/2015,48,0,0
Beijing,All,50-59,6653,10/3/2015,48,0,0
Beijing,All,60+,4170,10/3/2015,48,0,0
Beijing,All,All,6456,10/3/2015,48,0,0
Beijing,M,20-29,7461,11/3/2015,54,0,0
Beijing,M,30-39,7155,11/3/2015,54,0,0
Beijing,M,40-49,6950,11/3/2015,54,0,0
Beijing,M,50-59,6423,11/3/2015,54,0,0
Beijing,M,60+,4454,11/3/2015,54,0,0
Beijing,M,All,7014,11/3/2015,54,0,0
Beijing,F,20-29,6942,11/3/2015,54,0,0
Beijing,F,30-39,7023,11/3/2015,54,0,0
Beijing,F,40-49,5305,11/3/2015,54,0,0
Beijing,F,50-59,7781,11/3/2015,54,0,0
Beijing,F,60+,4268,11/3/2015,54,0,0
Beijing,F,All,6602,11/3/2015,54,0,0
Beijing,All,20-29,7270,11/3/2015,54,0,0
Beijing,All,30-39,7119,11/3/2015,54,0,0
Beijing,All,40-49,6528,11/3/2015,54,0,0
Beijing,All,50-59,6714,11/3/2015,54,0,0
Beijing,All,60+,4373,11/3/2015,54,0,0
Beijing,All,All,6897,11/3/2015,54,0,0
Beijing,M,20-29,8046,12/3/2015,55,0,0
Beijing,M,30-39,6558,12/3/2015,55,0,0
Beijing,M,40-49,6712,12/3/2015,55,0,0
Beijing,M,50-59,6013,12/3/2015,55,0,0
Beijing,M,60+,4830,12/3/2015,55,0,0
Beijing,M,All,6750,12/3/2015,55,0,0
Beijing,F,20-29,5345,12/3/2015,55,0,0
Beijing,F,30-39,6526,12/3/2015,55,0,0
Beijing,F,40-49,5251,12/3/2015,55,0,0
Beijing,F,50-59,7521,12/3/2015,55,0,0
Beijing,F,60+,5741,12/3/2015,55,0,0
Beijing,F,All,6017,12/3/2015,55,0,0
Beijing,All,20-29,7077,12/3/2015,55,0,0
Beijing,All,30-39,6549,12/3/2015,55,0,0
Beijing,All,40-49,6353,12/3/2015,55,0,0
Beijing,All,50-59,6325,12/3/2015,55,0,0
Beijing,All,60+,5229,12/3/2015,55,0,0
Beijing,All,All,6547,12/3/2015,55,0,0
Beijing,M,20-29,7648,13/03/2015,54,0,0
Beijing,M,30-39,6912,13/03/2015,54,0,0
Beijing,M,40-49,7051,13/03/2015,54,0,0
Beijing,M,50-59,6480,13/03/2015,54,0,0
Beijing,M,60+,4426,13/03/2015,54,0,0
Beijing,M,All,6957,13/03/2015,54,0,0
Beijing,F,20-29,6354,13/03/2015,54,0,0
Beijing,F,30-39,5665,13/03/2015,54,0,0
Beijing,F,40-49,4881,13/03/2015,54,0,0
Beijing,F,50-59,7943,13/03/2015,54,0,0
Beijing,F,60+,8915,13/03/2015,54,0,0
Beijing,F,All,6011,13/03/2015,54,0,0
Beijing,All,20-29,7225,13/03/2015,54,0,0
Beijing,All,30-39,6561,13/03/2015,54,0,0
Beijing,All,40-49,6536,13/03/2015,54,0,0
Beijing,All,50-59,6778,13/03/2015,54,0,0
Beijing,All,60+,6172,13/03/2015,54,0,0
Beijing,All,All,6696,13/03/2015,54,0,0
Beijing,M,20-29,6358,14/03/2015,52,0,0
Beijing,M,30-39,6293,14/03/2015,52,0,0
Beijing,M,40-49,5761,14/03/2015,52,0,0
Beijing,M,50-59,6915,14/03/2015,52,0,0
Beijing,M,60+,5588,14/03/2015,52,0,0
Beijing,M,All,6246,14/03/2015,52,0,0
Beijing,F,20-29,7222,14/03/2015,52,0,0
Beijing,F,30-39,6072,14/03/2015,52,0,0
Beijing,F,40-49,6477,14/03/2015,52,0,0
Beijing,F,50-59,7489,14/03/2015,52,0,0
Beijing,F,60+,4096,14/03/2015,52,0,0
Beijing,F,All,6375,14/03/2015,52,0,0
Beijing,All,20-29,6621,14/03/2015,52,0,0
Beijing,All,30-39,6231,14/03/2015,52,0,0
Beijing,All,40-49,5953,14/03/2015,52,0,0
Beijing,All,50-59,7016,14/03/2015,52,0,0
Beijing,All,60+,4925,14/03/2015,52,0,0
Beijing,All,All,6282,14/03/2015,52,0,0
Beijing,M,20-29,6697,15/03/2015,63,0,0
Beijing,M,30-39,6259,15/03/2015,63,0,0
Beijing,M,40-49,7284,15/03/2015,63,0,0
Beijing,M,50-59,5994,15/03/2015,63,0,0
Beijing,M,60+,5803,15/03/2015,63,0,0
Beijing,M,All,6526,15/03/2015,63,0,0
Beijing,F,20-29,6809,15/03/2015,63,0,0
Beijing,F,30-39,6694,15/03/2015,63,0,0
Beijing,F,40-49,7419,15/03/2015,63,0,0
Beijing,F,50-59,6767,15/03/2015,63,0,0
Beijing,F,60+,5093,15/03/2015,63,0,0
Beijing,F,All,6788,15/03/2015,63,0,0
Beijing,All,20-29,6728,15/03/2015,63,0,0
Beijing,All,30-39,6380,15/03/2015,63,0,0
Beijing,All,40-49,7320,15/03/2015,63,0,0
Beijing,All,50-59,6138,15/03/2015,63,0,0
Beijing,All,60+,5488,15/03/2015,63,0,0
Beijing,All,All,6597,15/03/2015,63,0,0
Beijing,M,20-29,8051,16/03/2015,58,0,0
Beijing,M,30-39,5960,16/03/2015,58,0,0
Beijing,M,40-49,6558,16/03/2015,58,0,0
Beijing,M,50-59,6691,16/03/2015,58,0,0
Beijing,M,60+,3603,16/03/2015,58,0,0
Beijing,M,All,6477,16/03/2015,58,0,0
Beijing,F,20-29,5696,16/03/2015,58,0,0
Beijing,F,30-39,5459,16/03/2015,58,0,0
Beijing,F,40-49,5366,16/03/2015,58,0,0
Beijing,F,50-59,6345,16/03/2015,58,0,0
Beijing,F,60+,6512,16/03/2015,58,0,0
Beijing,F,All,5620,16/03/2015,58,0,0
Beijing,All,20-29,7243,16/03/2015,58,0,0
Beijing,All,30-39,5826,16/03/2015,58,0,0
Beijing,All,40-49,6260,16/03/2015,58,0,0
Beijing,All,50-59,6618,16/03/2015,58,0,0
Beijing,All,60+,4896,16/03/2015,58,0,0
Beijing,All,All,6239,16/03/2015,58,0,0
Beijing,M,20-29,8216,17/03/2015,63,0,0
Beijing,M,30-39,6253,17/03/2015,63,0,0
Beijing,M,40-49,7170,17/03/2015,63,0,0
Beijing,M,50-59,6219,17/03/2015,63,0,0
Beijing,M,60+,6189,17/03/2015,63,0,0
Beijing,M,All,6787,17/03/2015,63,0,0
Beijing,F,20-29,6020,17/03/2015,63,0,0
Beijing,F,30-39,6140,17/03/2015,63,0,0
Beijing,F,40-49,5734,17/03/2015,63,0,0
Beijing,F,50-59,5660,17/03/2015,63,0,0
Beijing,F,60+,5897,17/03/2015,63,0,0
Beijing,F,All,5992,17/03/2015,63,0,0
Beijing,All,20-29,7443,17/03/2015,63,0,0
Beijing,All,30-39,6222,17/03/2015,63,0,0
Beijing,All,40-49,6826,17/03/2015,63,0,0
Beijing,All,50-59,6117,17/03/2015,63,0,0
Beijing,All,60+,6081,17/03/2015,63,0,0
Beijing,All,All,6567,17/03/2015,63,0,0
Beijing,M,20-29,8095,18/03/2015,57,0,0
Beijing,M,30-39,6506,18/03/2015,57,0,0
Beijing,M,40-49,7043,18/03/2015,57,0,0
Beijing,M,50-59,6083,18/03/2015,57,0,0
Beijing,M,60+,5954,18/03/2015,57,0,0
Beijing,M,All,6876,18/03/2015,57,0,0
Beijing,F,20-29,5981,18/03/2015,57,0,0
Beijing,F,30-39,6313,18/03/2015,57,0,0
Beijing,F,40-49,5872,18/03/2015,57,0,0
Beijing,F,50-59,8033,18/03/2015,57,0,0
Beijing,F,60+,5729,18/03/2015,57,0,0
Beijing,F,All,6246,18/03/2015,57,0,0
Beijing,All,20-29,7426,18/03/2015,57,0,0
Beijing,All,30-39,6453,18/03/2015,57,0,0
Beijing,All,40-49,6777,18/03/2015,57,0,0
Beijing,All,50-59,6452,18/03/2015,57,0,0
Beijing,All,60+,5859,18/03/2015,57,0,0
Beijing,All,All,6706,18/03/2015,57,0,0
Beijing,M,20-29,7536,19/03/2015,68,0,0
Beijing,M,30-39,7069,19/03/2015,68,0,0
Beijing,M,40-49,6871,19/03/2015,68,0,0
Beijing,M,50-59,6336,19/03/2015,68,0,0
Beijing,M,60+,5428,19/03/2015,68,0,0
Beijing,M,All,7004,19/03/2015,68,0,0
Beijing,F,20-29,5288,19/03/2015,68,0,0
Beijing,F,30-39,6330,19/03/2015,68,0,0
Beijing,F,40-49,5133,19/03/2015,68,0,0
Beijing,F,50-59,5238,19/03/2015,68,0,0
Beijing,F,60+,5496,19/03/2015,68,0,0
Beijing,F,All,5722,19/03/2015,68,0,0
Beijing,All,20-29,6831,19/03/2015,68,0,0
Beijing,All,30-39,6871,19/03/2015,68,0,0
Beijing,All,40-49,6464,19/03/2015,68,0,0
Beijing,All,50-59,6076,19/03/2015,68,0,0
Beijing,All,60+,5455,19/03/2015,68,0,0
Beijing,All,All,6657,19/03/2015,68,0,0
Beijing,M,20-29,8452,20/03/2015,68,0,0
Beijing,M,30-39,7248,20/03/2015,68,0,0
Beijing,M,40-49,7267,20/03/2015,68,0,0
Beijing,M,50-59,6696,20/03/2015,68,0,0
Beijing,M,60+,6922,20/03/2015,68,0,0
Beijing,M,All,7419,20/03/2015,68,0,0
Beijing,F,20-29,6298,20/03/2015,68,0,0
Beijing,F,30-39,6865,20/03/2015,68,0,0
Beijing,F,40-49,6351,20/03/2015,68,0,0
Beijing,F,50-59,7874,20/03/2015,68,0,0
Beijing,F,60+,5545,20/03/2015,68,0,0
Beijing,F,All,6665,20/03/2015,68,0,0
Beijing,All,20-29,7793,20/03/2015,68,0,0
Beijing,All,30-39,7145,20/03/2015,68,0,0
Beijing,All,40-49,7058,20/03/2015,68,0,0
Beijing,All,50-59,6974,20/03/2015,68,0,0
Beijing,All,60+,6233,20/03/2015,68,0,0
Beijing,All,All,7216,20/03/2015,68,0,0
Beijing,M,20-29,7846,21/03/2015,68,0,0
Beijing,M,30-39,8193,21/03/2015,68,0,0
Beijing,M,40-49,7840,21/03/2015,68,0,0
Beijing,M,50-59,8642,21/03/2015,68,0,0
Beijing,M,60+,7891,21/03/2015,68,0,0
Beijing,M,All,8086,21/03/2015,68,0,0
Beijing,F,20-29,7025,21/03/2015,68,0,0
Beijing,F,30-39,7098,21/03/2015,68,0,0
Beijing,F,40-49,7607,21/03/2015,68,0,0
Beijing,F,50-59,8600,21/03/2015,68,0,0
Beijing,F,60+,5509,21/03/2015,68,0,0
Beijing,F,All,7219,21/03/2015,68,0,0
Beijing,All,20-29,7618,21/03/2015,68,0,0
Beijing,All,30-39,7869,21/03/2015,68,0,0
Beijing,All,40-49,7785,21/03/2015,68,0,0
Beijing,All,50-59,8633,21/03/2015,68,0,0
Beijing,All,60+,6700,21/03/2015,68,0,0
Beijing,All,All,7846,21/03/2015,68,0,0
Beijing,M,20-29,7233,22/03/2015,57,0,0
Beijing,M,30-39,7189,22/03/2015,57,0,0
Beijing,M,40-49,7790,22/03/2015,57,0,0
Beijing,M,50-59,7193,22/03/2015,57,0,0
Beijing,M,60+,6829,22/03/2015,57,0,0
Beijing,M,All,7333,22/03/2015,57,0,0
Beijing,F,20-29,6137,22/03/2015,57,0,0
Beijing,F,30-39,6321,22/03/2015,57,0,0
Beijing,F,40-49,7193,22/03/2015,57,0,0
Beijing,F,50-59,6951,22/03/2015,57,0,0
